# Skill names mined from the corpus (issue #40), written by scripts/taxonomy_mine.py.
# Corpus: the 26587 IN descriptions of the development database, newest vacancy update 2026-09-20.
# Left out: every form of docs/measurements/taxonomy-candidates-2026-09-24.tsv and every key of src/main/resources/taxonomy/skills.tsv.
# Kept: df >= 3, in the ads of >= 3 companies, written as a name (every word capitalized or
# carrying a digit or symbol) in >= 40% of its mid-sentence occurrences, with a known skill within 6
# words in >= 20% of them, and a phrase holding a name-like word.
# capitalized (written as a name) and near are those shares; each form=N counts a spelling mid-sentence.
df	name	companies	capitalized	near	forms
19	MS Office Suite	7	0.45	0.55	MS Office Suite=5|MS Office suite=5|MS office suite=1
19	Native Applications Experience	11	1.00	1.00	Native Applications Experience=1
19	Native Developer	12	0.83	0.67	Native Developer=5|Native developer=1
19	OAuth JWT	10	1.00	1.00	OAuth JWT=1
19	Pandas Experience	18	1.00	1.00	Pandas Experience=4
19	PgBouncer	12	0.94	0.44	PgBouncer=16|pgbouncer=1|pgBouncer=1
19	Postgres AWS	13	1.00	1.00	Postgres AWS=2
19	Preferred Basic	12	0.62	0.25	Preferred Basic=5|preferred Basic=3
19	Procuramos	6	1.00	0.20	Procuramos=14|PROCURAMOS=1
19	Pydantic AI	13	1.00	0.20	Pydantic AI=15
19	PySpark Experience	11	0.58	0.92	PySpark Experience=7|Pyspark experience=4|PySpark experience=1
19	Pyspark SQL	14	1.00	1.00	Pyspark SQL=1
19	Python Demonstrated	15	1.00	0.40	Python Demonstrated=5
19	Qualifications Expert	15	1.00	0.25	Qualifications Expert=3|QUALIFICATIONS Expert=1
19	React Tailwind	8	1.00	1.00	React Tailwind=1
19	React You	14	1.00	0.50	React You=2
19	Responsibilities Operate	10	0.67	0.33	Responsibilities Operate=2|responsibilities Operate=1
19	RMA	13	1.00	0.21	RMA=24
19	S3 Experience	15	1.00	0.83	S3 Experience=6
19	Salesforce DX	12	1.00	0.63	Salesforce DX=19
19	SAP BTP	10	1.00	0.50	SAP BTP=38
19	Snowflake Cloud	5	0.93	1.00	Snowflake Cloud=14|Snowflake cloud=1
19	Stack AWS Kubernetes	10	1.00	1.00	Stack AWS Kubernetes=1
19	Styled	16	0.61	0.83	Styled=11|styled=7
19	Synapse Analytics	17	1.00	1.00	Synapse Analytics=27
19	Synthetics	6	0.78	0.65	Synthetics=18|synthetics=5
19	technical leadership Act	17	0.50	0.25	technical leadership Act=2|Technical Leadership Act=2
19	TypeScript PostgresQL	10	1.00	1.00	TypeScript PostgresQL=1
19	Windchill	9	1.00	0.50	Windchill=22
19	Xilinx	9	1.00	0.50	Xilinx=22
18	.NET experience	12	0.56	1.00	.NET experience=4|.NET Experience=4|.Net Experience=1
18	1B+	7	1.00	0.28	1B+=18
18	5 +	12	1.00	0.20	5 +=5
18	8140.03 IAT	3	1.00	0.21	8140.03 IAT=19
18	ABI	12	1.00	0.23	ABI=26
18	Actions The	13	0.50	0.50	Actions The=1|actions the=1
18	ADLS	11	1.00	0.95	ADLS=20
18	Adobe Creative	16	1.00	0.48	Adobe Creative=21
18	AI Foundations	9	0.62	0.21	AI Foundations=15|AI foundations=9
18	Airflow Familiarity	14	0.86	1.00	Airflow Familiarity=6|Airflow familiarity=1
18	architect azure	13	0.50	1.00	architect azure=1|Architect Azure=1
18	Architect Google	9	1.00	0.43	Architect Google=7
18	Associate Microsoft	14	1.00	0.93	Associate Microsoft=15
18	AWS API Gateway	9	1.00	0.25	AWS API Gateway=16
18	AWS EC2 S3	13	1.00	1.00	AWS EC2 S3=1
18	AWS Git	6	1.00	1.00	AWS Git=5
18	AWS Hands	13	0.88	0.50	AWS Hands=7|AWS hands=1
18	AWS Linux	11	1.00	1.00	AWS Linux=1
18	AWS Our	7	1.00	1.00	AWS Our=9
18	AWS PostgreSQL	11	1.00	1.00	AWS PostgreSQL=2
18	Azure Container Apps	13	1.00	0.82	Azure Container Apps=17
18	Azure Functions Azure	14	1.00	1.00	Azure Functions Azure=2
18	Azure Machine	9	1.00	0.95	Azure Machine=20
18	Azure Machine Learning	9	1.00	0.95	Azure Machine Learning=20
18	BI Looker	16	1.00	1.00	BI Looker=1
18	Bring 2	14	0.64	0.21	Bring 2=9|bring 2=5
18	C++ Demonstrated	10	1.00	0.60	C++ Demonstrated=10
18	CD Hands	14	1.00	1.00	CD Hands=4
18	CD Software	7	0.50	0.50	CD Software=1|CD software=1
18	Certification Familiarity	13	0.55	0.36	Certification Familiarity=6|certification Familiarity=5
18	Cisco Catalyst	10	1.00	0.29	Cisco Catalyst=7
18	Clickhouse PostgreSQL	6	1.00	1.00	Clickhouse PostgreSQL=2
18	Cloud Manager	9	0.97	0.59	Cloud Manager=28|cloud manager=1
18	CloudFormation AWS	13	1.00	1.00	CloudFormation AWS=2
18	CSS Strong	14	1.00	1.00	CSS Strong=7
18	Dagger	17	1.00	0.58	Dagger=19
18	Data API	14	0.56	0.33	Data API=5|data API=4
18	Database SQL	15	0.60	0.80	Database SQL=3|database SQL=2
18	Databricks Mosaic	6	1.00	0.83	Databricks Mosaic=6
18	Databricks Mosaic AI	6	1.00	0.83	Databricks Mosaic AI=6
18	DCGM	10	1.00	0.33	DCGM=18
18	Desirable Familiarity	17	0.80	0.60	Desirable Familiarity=4|desirable Familiarity=1
18	Directory Microsoft Entra	10	1.00	1.00	Directory Microsoft Entra=1
18	Edition	12	0.80	0.33	Edition=24|edition=6
18	Eigenverantwortung	6	1.00	0.79	Eigenverantwortung=19
18	End React	16	0.67	0.67	End React=2|end react=1
18	Engineer Build	11	0.75	0.50	Engineer Build=6|engineer build=1|Engineer build=1
18	experience 0	14	0.50	0.50	experience 0=1|EXPERIENCE 0=1
18	Flink Airflow	9	1.00	1.00	Flink Airflow=2
18	GCP Deep	10	1.00	1.00	GCP Deep=2
18	GCP Proficiency	13	1.00	1.00	GCP Proficiency=3
18	GCP Proven	13	1.00	1.00	GCP Proven=1
18	GCSA	9	1.00	0.26	GCSA=19
18	GitHub Actions Familiarity	13	0.75	0.75	GitHub Actions Familiarity=3|GitHub actions Familiarity=1
18	Google Cloud Functions	9	1.00	0.95	Google Cloud Functions=20
18	Google Search	13	0.95	0.42	Google Search=18|Google search=1
18	gRPC Experience	13	0.82	1.00	gRPC Experience=9|gRPC experience=2
18	gVisor	10	1.00	0.39	gVisor=18
18	Java A	10	0.50	0.86	Java A=7|Java a=5|java a=2
18	Java Full	6	0.93	0.57	Java Full=12|JAVA Full=1|Java full=1
18	Java Solid	16	1.00	0.75	Java Solid=8
18	JAX Experience	9	1.00	1.00	JAX Experience=7
18	KMP	13	1.00	0.57	KMP=28
18	Kubernetes AKS	13	1.00	1.00	Kubernetes AKS=1
18	Kubernetes Excellent	13	1.00	0.80	Kubernetes Excellent=5
18	Kubernetes Python	14	1.00	1.00	Kubernetes Python=2
18	LLM API	16	1.00	0.20	LLM API=15
18	Luigi	10	1.00	1.00	Luigi=18
18	MAVLink	8	1.00	0.71	MAVLink=10|MAVLINK=7
18	Minimum 1	15	0.78	0.44	Minimum 1=7|minimum 1=2
18	MongoDB Familiarity	14	1.00	1.00	MongoDB Familiarity=6
18	Monitoring DevOps	3	1.00	1.00	Monitoring DevOps=1
18	Nutanix	17	1.00	0.84	Nutanix=31
18	Okta Certified	14	1.00	0.20	Okta Certified=15
18	Orion	10	1.00	0.40	Orion=35
18	PowerShell Azure	11	1.00	1.00	PowerShell Azure=1
18	Preferred Qualifications Certifications	13	1.00	0.25	Preferred Qualifications Certifications=3|PREFERRED QUALIFICATIONS Certifications=1
18	Prophet	14	1.00	0.24	Prophet=17
18	Puppeteer	11	1.00	0.94	Puppeteer=18
18	Python 5+	9	1.00	0.75	Python 5+=8
18	Python C# .NET	6	1.00	1.00	Python C# .NET=1
18	Redis Message	9	1.00	1.00	Redis Message=6
18	Resource Manager	15	0.94	0.94	Resource Manager=17|resource manager=1
18	Responsibilities Development	12	0.88	0.62	Responsibilities Development=7|responsibilities Development=1
18	Responsibilities Ensure	18	0.82	0.27	Responsibilities Ensure=8|responsibilities Ensure=2|RESPONSIBILITIES Ensure=1
18	ServiceNow Certified Application	11	1.00	0.65	ServiceNow Certified Application=17
18	Spark Hands	5	1.00	1.00	Spark Hands=1
18	SQL AI	10	1.00	1.00	SQL AI=7
18	SQL Basic	10	1.00	1.00	SQL Basic=1
18	Sumo	11	1.00	0.26	Sumo=37|SUMO=1
18	SvelteKit	11	1.00	0.88	SvelteKit=34
18	syslog	15	0.47	0.74	syslog=10|Syslog=7|SYSLOG=2
18	SysOps Administrator	14	1.00	1.00	SysOps Administrator=18
18	Systems Manager	15	0.95	0.55	Systems Manager=19|systems manager=1
18	Systems Mastery	14	0.83	0.33	Systems Mastery=10|systems Mastery=1|systems mastery=1
18	TypeScript Proven	13	1.00	0.75	TypeScript Proven=4
18	TypeScript web	10	0.43	0.93	TypeScript web=7|TypeScript Web=6|Typescript web=1
18	Unity Catalog Data	4	1.00	1.00	Unity Catalog Data=14
18	Valgrind	11	0.79	0.89	Valgrind=15|valgrind=4
18	X12	14	1.00	0.24	X12=21
18	you are Proven	11	0.50	0.33	you are Proven=6|YOU ARE Proven=5|You Are Proven=1
17	27001 Lead Auditor	12	1.00	0.24	27001 Lead Auditor=17
17	500M+	4	1.00	0.33	500M+=3
17	Acquia	6	1.00	0.33	Acquia=42
17	Actions CI	11	1.00	1.00	Actions CI=5
17	AI Studio	12	0.90	0.29	AI Studio=19|AI studio=2
17	Alt	7	0.60	0.20	Alt=5|alt=4|ALT=1
17	Android OS	11	1.00	0.60	Android OS=20
17	APIs AI	16	1.00	0.75	APIs AI=4
17	APIs Basic	6	1.00	1.00	APIs Basic=9
17	APIs Own	10	1.00	0.67	APIs Own=9
17	APIs Python	14	1.00	1.00	APIs Python=1
17	APIs Understanding	15	1.00	0.44	APIs Understanding=9
17	Application Gateway	12	0.95	0.76	Application Gateway=20|application gateway=1
17	Architecture Cloud Native	13	0.50	1.00	Architecture Cloud Native=1|architecture Cloud Native=1
17	ARIA	16	1.00	0.56	ARIA=12|Aria=6
17	AWS Security Hub	14	1.00	0.44	AWS Security Hub=16
17	AWS VPC	16	1.00	0.67	AWS VPC=6
17	Azure Automation	13	0.89	1.00	Azure Automation=17|Azure automation=2
17	Azure Preferred Qualifications	9	1.00	1.00	Azure Preferred Qualifications=3
17	Bazel Experience	12	0.50	0.75	Bazel Experience=2|Bazel experience=1|bazel Experience=1
17	Broadcom	14	1.00	0.27	Broadcom=15
17	C++ 17	10	1.00	0.60	C++ 17=5
17	C++ Linux	13	1.00	1.00	C++ Linux=2
17	C++ Proven	9	1.00	1.00	C++ Proven=9
17	CAM	12	1.00	0.27	CAM=22
17	Capgemini	4	1.00	0.47	Capgemini=58
17	Certifications Security+	14	1.00	0.25	Certifications Security+=4
17	Cloud Foundry	6	1.00	0.94	Cloud Foundry=17
17	CMake Experience	7	1.00	1.00	CMake Experience=4
17	code AWS	12	0.50	0.50	code AWS=1|Code AWS=1
17	Communication Demonstrated	9	1.00	1.00	Communication Demonstrated=2
17	Computer Science Experience	15	0.62	0.46	Computer Science Experience=8|computer science Experience=4|Computer Science experience=1
17	CPI	10	1.00	0.39	CPI=28
17	CRM Analytics	12	0.83	0.58	CRM Analytics=10|CRM analytics=2
17	Databricks Unity	12	1.00	0.58	Databricks Unity=12
17	DataDog The	3	1.00	1.00	DataDog The=10|Datadog THE=2
17	Deployment Architect	10	0.69	0.23	Deployment Architect=9|deployment Architect=4
17	Develop Python	15	0.82	0.36	Develop Python=9|develop Python=2
17	Development Cloud Native	10	1.00	1.00	Development Cloud Native=1
17	ElastiCache Redis	11	1.00	1.00	ElastiCache Redis=3
17	ELB	11	1.00	0.88	ELB=17
17	escrever	9	0.40	0.40	escrever=6|Escrever=4
17	Esri ArcGIS	9	1.00	0.48	Esri ArcGIS=12|ESRI ArcGIS=9
17	Flyway	11	1.00	0.62	Flyway=16
17	Fortinet NSE	12	1.00	0.27	Fortinet NSE=15
17	Framework Angular	12	1.00	1.00	Framework Angular=2
17	Freshservice	15	1.00	0.41	Freshservice=14|FreshService=3
17	Fullstack Software Engineer	16	0.79	0.21	Fullstack Software Engineer=15|Fullstack software engineer=2|fullstack software engineer=2
17	GCP CI	12	1.00	1.00	GCP CI=2
17	GitHub Actions CI	11	1.00	0.80	GitHub Actions CI=5
17	Go This	7	1.00	1.00	Go This=5
17	Google Cloud Pub	4	1.00	1.00	Google Cloud Pub=19
17	GPFS	10	0.70	0.90	GPFS=14|gpfs=6
17	H.265	13	1.00	0.20	H.265=20
17	Have Salesforce	8	0.73	0.36	Have Salesforce=8|have Salesforce=3
17	IaaS PaaS	16	1.00	1.00	IaaS PaaS=1
17	IAT Level I	4	0.75	0.50	IAT Level I=9|IAT level I=3
17	IBM MQ	10	1.00	0.48	IBM MQ=19|IBM Mq=2
17	Inspector	17	0.90	0.65	Inspector=18|inspector=2
17	iOS Developer	10	0.96	0.25	iOS Developer=19|IOS Developer=4|iOS developer=1
17	Java 17	12	1.00	1.00	Java 17=17
17	Java Familiarity	14	1.00	0.80	Java Familiarity=5
17	Java What	6	1.00	1.00	Java What=2
17	Java You	15	1.00	0.33	Java You=3
17	JavaScript C#	14	1.00	1.00	JavaScript C#=1
17	Join Artefact	3	0.75	0.25	Join Artefact=9|join Artefact=3
17	K8	9	1.00	0.85	K8=17|k8=3
17	Karma	8	1.00	0.53	Karma=17
17	Kommunikation	7	1.00	0.32	Kommunikation=25
17	Kubernetes Application	11	0.53	0.74	Kubernetes Application=10|Kubernetes application=8|kubernetes application=1
17	Kubernetes Containerized	15	0.50	1.00	Kubernetes Containerized=1|Kubernetes containerized=1
17	Kubernetes The	14	0.83	0.83	Kubernetes The=5|Kubernetes the=1
17	Leverage AWS	10	0.50	1.00	Leverage AWS=1|leverage AWS=1
17	Like First 30	5	0.89	0.28	Like First 30=16|like First 30=2
17	Linux foundation	8	0.47	0.41	Linux foundation=9|Linux Foundation=8
17	Linux+	8	1.00	0.81	Linux+=16
17	Looker Studio	13	1.00	0.57	Looker Studio=21
17	Manager Cloud	16	1.00	0.50	Manager Cloud=2
17	Microsoft Azure Google	10	1.00	1.00	Microsoft Azure Google=1
17	Minimum 3+	15	0.60	0.20	Minimum 3+=6|minimum 3+=4
17	Mitarbeiter	5	1.00	0.28	Mitarbeiter=18
17	MUI	13	1.00	0.83	MUI=18
17	MySQL Familiarity	7	1.00	1.00	MySQL Familiarity=5
17	Node.js PostgreSQL	12	1.00	1.00	Node.js PostgreSQL=2
17	Open API	11	1.00	0.40	Open API=15
17	OpenWRT	6	1.00	0.46	OpenWRT=18|OpenWrt=6
17	OVN	4	1.00	0.58	OVN=24
17	Postgres You	4	1.00	1.00	Postgres You=4
17	Preferred Microsoft	11	1.00	1.00	Preferred Microsoft=2
17	Preferred Qualifications Exposure	14	1.00	1.00	Preferred Qualifications Exposure=1
17	Python Excellent	10	1.00	0.43	Python Excellent=7
17	Python Practical	11	1.00	0.83	Python Practical=6
17	QUIC	6	1.00	0.45	QUIC=20
17	Range Canada	3	0.89	0.44	Range Canada=8|range Canada=1
17	React + TypeScript	12	1.00	0.44	React + TypeScript=16|React + Typescript=2
17	React JS	14	1.00	1.00	React JS=13
17	Required Qualifications Technical	8	0.67	0.67	Required Qualifications Technical=2|required Qualifications Technical=1
17	RHCE	11	1.00	0.82	RHCE=17
17	Rust Familiarity	13	1.00	0.78	Rust Familiarity=9
17	Rust You	13	1.00	1.00	Rust You=1
17	S3 API	10	1.00	0.27	S3 API=11
17	S3 AWS	12	1.00	0.50	S3 AWS=2
17	Salary Range Canada	3	0.83	0.67	Salary Range Canada=5|Salary range Canada=1
17	Saviynt	16	1.00	0.37	Saviynt=19
17	SCAP	9	1.00	0.35	SCAP=20
17	SDK Experience	12	0.64	0.64	SDK Experience=7|SDK experience=4
17	Server+	7	1.00	0.61	Server+=18
17	Skills Java	7	1.00	1.00	Skills Java=5
17	Skills Solid Experience	7	1.00	1.00	Skills Solid Experience=1
17	Snowpark	14	0.95	0.84	Snowpark=18|snowpark=1
17	Software Engineer As	11	0.67	0.22	Software Engineer As=5|software engineer as=2|Software Engineer as=1|SOFTWARE ENGINEER As=1
17	SQL Familiarity	16	0.67	1.00	SQL Familiarity=2|SQL familiarity=1
17	SQL Relational Databases	11	1.00	1.00	SQL Relational Databases=3
17	SQL Server Experience	13	0.80	0.80	SQL Server Experience=4|SQL Server experience=1
17	STEM OPT	6	1.00	0.22	STEM OPT=9
17	Strong C#	12	0.57	0.43	Strong C#=8|strong C#=6
17	strong DevOps	13	0.43	0.50	strong DevOps=7|Strong DevOps=6|strong Devops=1
17	Styled Components	14	1.00	1.00	Styled Components=11
17	Sumo Logic	10	1.00	0.33	Sumo Logic=30
17	Swift Package	16	1.00	0.69	Swift Package=16
17	Swift Package Manager	16	1.00	0.69	Swift Package Manager=16
17	TensorFlow Strong	15	1.00	1.00	TensorFlow Strong=2
17	TM	12	1.00	0.29	TM=21
17	Two Sigma	4	1.00	0.59	Two Sigma=17
17	TypeScript Build	14	0.83	1.00	TypeScript Build=5|TypeScript build=1
17	Use Git	13	0.50	0.50	Use Git=2|use Git=2
17	Wizard	9	0.82	0.29	Wizard=14|wizard=3
17	XDP	12	1.00	0.21	XDP=19
17	z.B	5	1.00	0.44	z.B=18
16	Access Administrator	12	1.00	0.38	Access Administrator=16
16	ACI	13	1.00	0.60	ACI=20
16	actions Develop	14	0.40	0.60	actions Develop=3|Actions Develop=2
16	Actions What	10	1.00	1.00	Actions What=4
16	AI Native Engineer	10	0.75	0.25	AI Native Engineer=3|AI native engineer=1
16	AlloyDB	9	1.00	1.00	AlloyDB=20
16	Als Senior	8	0.71	0.29	Als Senior=5|als Senior=2
16	Amazon AWS	12	1.00	0.75	Amazon AWS=16
16	Amazon CloudWatch	10	1.00	0.80	Amazon CloudWatch=15
16	Amazon Q	7	1.00	0.43	Amazon Q=21
16	Antigravity	10	1.00	0.42	Antigravity=19
16	Apple Business	15	1.00	0.58	Apple Business=19
16	Apple Business Manager	15	1.00	0.63	Apple Business Manager=19
16	ArgoCD GitHub	11	1.00	1.00	ArgoCD GitHub=1
16	Armor	12	0.95	0.26	Armor=18|armor=1
16	Associate AZ	13	1.00	1.00	Associate AZ=2
16	AWQ	10	1.00	0.37	AWQ=19
16	AWS DevOps Engineer	10	0.92	0.92	AWS DevOps Engineer=11|AWS DevOps engineer=1
16	AWS Direct	11	1.00	0.56	AWS Direct=16
16	AWS Direct Connect	11	1.00	0.56	AWS Direct Connect=16
16	Azure App Services	11	1.00	0.77	Azure App Services=13
16	Azure Developer	9	1.00	1.00	Azure Developer=7
16	Azure Event	12	1.00	1.00	Azure Event=9
16	Beanstalk	7	1.00	0.84	Beanstalk=19
16	BPMN	6	1.00	0.32	BPMN=22
16	Bruno	9	1.00	0.81	Bruno=16
16	C++ Expertise	12	0.53	0.33	C++ Expertise=8|C++ expertise=7
16	CCSK	14	1.00	0.31	CCSK=16
16	CD Proven	10	1.00	0.67	CD Proven=3
16	Cerner	14	0.76	0.35	Cerner=13|cerner=4
16	Certifications Azure	13	1.00	1.00	Certifications Azure=1
16	Certified Cloud Security	12	1.00	0.21	Certified Cloud Security=14
16	Certified Engineer	8	1.00	0.44	Certified Engineer=16
16	Chroma	10	1.00	0.50	Chroma=18
16	Chrome DevTools	8	1.00	0.87	Chrome DevTools=15
16	Chromium	11	1.00	0.45	Chromium=20
16	Cloud Salesforce	13	0.67	0.67	Cloud Salesforce=2|cloud Salesforce=1
16	CocoaPods	12	1.00	0.69	CocoaPods=10|Cocoapods=6
16	CodeRabbit	8	1.00	0.78	CodeRabbit=18
16	Conftest	9	1.00	0.24	Conftest=21
16	Coverity	6	1.00	0.44	Coverity=16
16	Cumulus	9	1.00	0.48	Cumulus=23
16	CWPP	15	1.00	0.28	CWPP=18
16	deine Karriere	5	0.50	0.31	deine Karriere=8|Deine Karriere=8
16	development tools Cursor	10	0.50	1.00	development tools Cursor=1|Development Tools Cursor=1
16	drive CI	14	0.45	0.27	drive CI=6|Drive CI=5
16	ENGINEER Customer	12	1.00	1.00	ENGINEER Customer=1
16	Engineer Frontend	13	0.67	0.33	Engineer Frontend=2|engineer Frontend=1
16	English Excellent	7	1.00	0.50	English Excellent=10
16	Envoy Proxy	5	0.81	0.88	Envoy Proxy=13|Envoy proxy=3
16	Essential Proven	9	0.67	0.33	Essential Proven=2|essential Proven=1
16	Fabric Azure	15	1.00	1.00	Fabric Azure=1
16	Falco	11	0.86	0.21	Falco=12|falco=2
16	Fastly	10	1.00	0.71	Fastly=17
16	Feast	14	1.00	0.60	Feast=15
16	FIDO	4	1.00	0.82	FIDO=11
16	Firehose	15	0.75	0.70	Firehose=15|firehose=5
16	Front End React	14	0.50	0.50	Front End React=1|front end react=1
16	gateway experience	12	0.50	0.88	gateway experience=4|Gateway Experience=4
16	GCP Certifications	5	0.86	0.93	GCP Certifications=12|GCP certifications=2
16	GitHub Jira	16	1.00	1.00	GitHub Jira=1
16	GitLab experience	13	0.57	0.71	GitLab experience=3|GitLab Experience=3|Gitlab Experience=1
16	Google Apps	14	1.00	0.86	Google Apps=21
16	Gov	11	0.60	0.56	Gov=13|gov=10|GOV=2
16	GPO	16	1.00	0.64	GPO=25
16	IAM Identity Center	11	1.00	0.89	IAM Identity Center=18
16	Implementierung	8	1.00	0.37	Implementierung=19
16	iOS SDK	13	1.00	0.68	iOS SDK=19
16	Ironic	7	1.00	0.56	Ironic=27
16	ISE	15	1.00	0.30	ISE=20
16	Jamf Pro	14	1.00	0.36	Jamf Pro=16|JAMF Pro=9
16	JavaScript Developer	10	0.93	0.43	JavaScript Developer=11|Javascript Developer=2|JavaScript developer=1
16	Kubernetes Demonstrated	8	1.00	1.00	Kubernetes Demonstrated=6
16	Kubernetes DevOps	8	1.00	1.00	Kubernetes DevOps=3
16	Kubernetes Git	14	1.00	1.00	Kubernetes Git=3
16	Kubernetes Partner	6	1.00	1.00	Kubernetes Partner=2
16	Kubernetes preferred	8	0.43	0.86	Kubernetes preferred=4|Kubernetes Preferred=3
16	Kueue	8	1.00	0.52	Kueue=21
16	Lang	11	0.74	0.58	Lang=14|lang=5
16	Linux Python	10	1.00	1.00	Linux Python=3
16	LIT	6	0.81	0.56	LIT=8|Lit=5|lit=3
16	Lite	11	0.64	0.55	Lite=6|lite=4|LITE=1
16	Management SaaS	14	0.67	0.33	Management SaaS=2|management SaaS=1
16	Management Terraform	10	1.00	1.00	Management Terraform=2
16	MC	11	1.00	0.33	MC=21
16	MCAP	8	0.93	0.87	MCAP=14|mcap=1
16	Microsoft .NET	11	1.00	0.69	Microsoft .NET=13
16	Microsoft Certified Solutions	9	1.00	0.91	Microsoft Certified Solutions=11
16	MISRA C	13	1.00	0.71	MISRA C=14
16	Mitarbeitenden	9	1.00	0.27	Mitarbeitenden=22
16	Nitro	9	0.85	0.58	Nitro=22|nitro=4
16	OpenSCAP	9	1.00	0.28	OpenSCAP=18
16	Optimize Kubernetes	7	0.67	0.80	Optimize Kubernetes=10|optimize Kubernetes=5
16	Preferred Qualifications Proficiency	16	0.67	1.00	Preferred Qualifications Proficiency=2|Preferred qualifications Proficiency=1
16	Produkt	11	1.00	0.44	Produkt=16
16	Python Good	8	1.00	0.67	Python Good=12
16	Python Proficient	11	1.00	1.00	Python Proficient=7
16	Python REST APIs	12	1.00	1.00	Python REST APIs=6
16	Python The	14	0.75	0.75	Python The=3|python The=1
16	Qualifications 6	14	1.00	0.33	Qualifications 6=7|QUALIFICATIONS 6=2
16	Query Zustand	7	1.00	1.00	Query Zustand=1
16	RAG Fine	14	1.00	0.50	RAG Fine=2
16	RDS Aurora PostgreSQL	9	1.00	1.00	RDS Aurora PostgreSQL=1
16	Redux Toolkit	14	1.00	0.83	Redux Toolkit=18
16	relevant Microsoft	14	0.50	0.33	relevant Microsoft=3|Relevant Microsoft=3
16	Responsibilities Backend	12	1.00	0.50	Responsibilities Backend=6
16	Responsibilities Execute	9	1.00	0.67	Responsibilities Execute=3
16	Responsibilities Test	15	1.00	0.25	Responsibilities Test=8
16	Retraite	6	0.57	1.00	Retraite=4|retraite=3
16	Rust Software	8	0.60	0.20	Rust Software=9|Rust software=6
16	Salesforce Agentforce	11	1.00	0.69	Salesforce Agentforce=15|Salesforce AgentForce=1
16	Salesforce Certified Platform	8	1.00	1.00	Salesforce Certified Platform=21
16	SFDX	10	0.95	0.74	SFDX=18|sfdx=1
16	Sicherheit	8	1.00	0.50	Sicherheit=18
16	Sitecore	7	1.00	0.78	Sitecore=23
16	SMP	7	1.00	0.21	SMP=19
16	Snowflake Airflow	11	1.00	1.00	Snowflake Airflow=2
16	Snowflake SQL	13	1.00	1.00	Snowflake SQL=2
16	SOM	12	0.73	0.23	SOM=16|som=7|SoM=3
16	Spark Structured	12	1.00	0.70	Spark Structured=20
16	Spark Structured Streaming	12	1.00	0.70	Spark Structured Streaming=20
16	Spring Framework Experience	8	1.00	1.00	Spring Framework Experience=11
16	SQLMesh	11	1.00	0.62	SQLMesh=20|Sqlmesh=1
16	Terraform A	12	0.80	0.60	Terraform A=4|Terraform a=1
16	TimescaleDB	11	1.00	0.93	TimescaleDB=15
16	Typescript Knowledge	15	0.75	0.88	Typescript Knowledge=4|TypeScript Knowledge=2|Typescript knowledge=1|TypeScript knowledge=1
16	Uniswap	5	1.00	0.81	Uniswap=16
16	US Secret	6	0.94	0.31	US Secret=15|US secret=1
16	V Experience	9	0.86	0.86	V Experience=6|V experience=1
16	Vault Azure	13	1.00	1.00	Vault Azure=3
16	Vorteil	6	1.00	0.24	Vorteil=21
16	VRF	15	1.00	0.71	VRF=17
16	Windows services	12	0.45	0.75	Windows services=11|Windows Services=9
16	Workspace ONE	12	1.00	0.50	Workspace ONE=17|Workspace One=1
16	X.509	13	1.00	0.35	X.509=17
16	You Bring 4	11	1.00	0.20	You Bring 4=5
15	190K	9	1.00	0.75	190K=3|190k=1
15	ACM	10	1.00	0.47	ACM=15
15	ADaM	5	1.00	0.30	ADaM=9|ADAM=8|Adam=4|AdAM=2
15	Administer Microsoft	15	0.88	0.38	Administer Microsoft=7|administer Microsoft=1
15	Adobe Creative Suite	14	1.00	0.53	Adobe Creative Suite=15
15	AI practitioner	10	0.42	0.25	AI practitioner=7|AI Practitioner=5
15	AI What We	10	0.67	0.22	AI What We=6|AI What we=3
15	Akamai	14	1.00	0.37	Akamai=19
15	Aktivit	8	1.00	0.73	Aktivit=11
15	Allure	8	0.80	0.50	Allure=16|allure=4
15	AMI	14	0.90	0.35	AMI=18|ami=2
15	Analytics 4	12	1.00	0.25	Analytics 4=16
15	Android You	11	1.00	1.00	Android You=1
15	Anwendungen	8	1.00	0.24	Anwendungen=17
15	API Gateway ECS	9	1.00	1.00	API Gateway ECS=1
15	APIs Collaborate	14	1.00	0.33	APIs Collaborate=3
15	AppArmor	9	0.89	0.61	AppArmor=16|apparmor=2
15	ArcGIS Server	6	0.95	0.76	ArcGIS Server=20|ArcGIS server=1
15	are nice	7	0.50	0.25	are nice=8|Are Nice=8
15	ASP.NET Web	8	0.83	0.92	ASP.NET Web=10|ASP.net web=1|ASP.NET web=1
15	AVFoundation	11	1.00	0.25	AVFoundation=12
15	AWS Cost	12	0.50	0.43	AWS Cost=7|AWS cost=7
15	AWS Elastic	4	1.00	1.00	AWS Elastic=11
15	AWS Professional	11	0.90	0.40	AWS Professional=9|AWS professional=1
15	AWX	9	1.00	1.00	AWX=17
15	AZ 400	11	1.00	1.00	AZ 400=1
15	Azure Blob Storage	14	1.00	1.00	Azure Blob Storage=16
15	Azure Deep	13	1.00	1.00	Azure Deep=2
15	Azure Site	9	1.00	1.00	Azure Site=16
15	Azure SQL Database	12	0.94	0.75	Azure SQL Database=15|Azure SQL database=1
